name,language,type,most_streamed_game,average_stream_duration,followers_gained_per_stream,avg_viewers_per_stream,avg_games_per_stream,total_time_streamed,total_followers,total_views,total_games_streamed,active_days_per_week,most_active_day,day_with_most_followers_gained
thijs,English,personality,Hearthstone,6.5,280.0,48.74,1.1,13.412,796000,114000000,48,5.3,Tuesday,Saturday
dansgaming,English,personality,Path of Exile,8.6,87.0,23.953,1.5,23.479,846000,149000000,1300,6.7,Friday,Sunday
chibidoki,English,personality,Just Chatting,3.6,621.0,1.478,1.8,3.411,474000,1130000,219,5.4,Thursday,Sunday
bakagaijinlive,Portuguese,personality,Just Chatting,2.8,1.811,645.0,1.0,363.0,234000,87600,3,1.0,Sunday,Monday
surefour,English,personality,Overwatch,5.7,277.0,8.004,1.4,8.936,461000,12300000,202,4.0,Tuesday,Sunday
rtgame,English,personality,Team Fortress 2,3.9,890.0,13.884,1.2,5.286,1170000,18300000,483,3.5,Sunday,Saturday
turuokamonohashi,Japanese,personality,Just Chatting,4.5,391.0,719.0,1.1,403.0,51200,93800,25,0.5,Friday,Wednesday
geega,English,personality,Just Chatting,4.6,252.0,197.0,2.1,3.778,161000,127000,231,4.8,Wednesday,Sunday
luzu_tv,Spanish,personality,Talk Shows & Podcasts,8.7,523.0,534.0,1.0,6.194,402000,411000,3,5.0,Wednesday,Tuesday
boxyfresh,English,personality,Sea of Thieves,6.8,136.0,3.659,1.3,7.866,159000,4280000,46,3.3,Monday,Friday
nyrepik,Russian,personality,Casino,8.3,864.0,0.0,1.0,17.0,864,0,1,0.4,Thursday,Friday
bao,English,personality,Just Chatting,5.5,944.0,3.847,1.7,3.249,535000,2180000,222,1.9,Saturday,Sunday
artcsgo,Portuguese,personality,Counter-Strike,4.2,947.0,7.344,1.2,809.0,156000,1210000,18,0.6,Thursday,Wednesday
hudson_nf,Portuguese,personality,Virtual Casino,19.9,23.0,0.0,1.0,140.0,1500,0,1,7.0,Monday,Thursday
onigiri,English,personality,Just Chatting,5.2,351.0,564.0,1.3,3.044,206000,332000,92,4.0,Wednesday,Saturday
pikabooirl,English,personality,World of Warcraft,5.2,165.0,9.304,1.0,12.035,444000,24500000,37,5.9,Monday,Tuesday
a_seagull,English,personality,Overwatch,5.4,480.0,22.626,1.6,8.601,1160000,45600000,243,4.1,Wednesday,Tuesday
anniefuchsia,English,personality,World of Warcraft,8.0,163.0,18.924,1.7,19.446,426000,44100000,311,6.2,Saturday,Saturday
qlnek,Polish,personality,Fortnite,4.4,149.0,5.89,1.1,5.273,202000,7980000,36,4.3,Saturday,Sunday
tototmix,Japanese,personality,Grand Theft Auto V,7.2,300.0,7.0,1.2,2.147,98700,19800,45,0.8,Friday,Tuesday
et_1231,Chinese,personality,Just Chatting,8.1,388.0,25.354,2.2,8.475,408000,26600000,191,5.6,Friday,Saturday
todukori,Russian,personality,Casino,8.4,184.0,0.0,1.0,25.0,553,0,1,0.7,Friday,Saturday
gernaderjake,English,personality,Destiny 2,8.5,245.0,16.36,1.3,17.639,562000,33000000,179,5.3,Sunday,Saturday
bisejif,Russian,personality,Casino,5.0,1.0,0.0,1.0,5.0,2,0,1,0.2,Tuesday,Tuesday
tvander,Spanish,personality,Just Chatting,3.6,510.0,17.282,2.0,4.982,551000,18600000,138,4.0,Sunday,Monday
filow,German,personality,Just Chatting,4.8,212.0,234.0,1.5,3.821,169000,186000,113,2.3,Wednesday,Sunday
spontent,German,personality,Sports,5.6,115.0,47.88,1.1,3.846,85000,35100000,16,3.3,Saturday,Saturday
pancadalv,Portuguese,personality,VALORANT,3.3,935.0,2.154,1.0,727.0,187000,431000,2,0.8,Wednesday,Sunday
themainmanswe,English,personality,Tekken 7,5.5,95.0,1.811,1.3,9.092,177000,3390000,81,4.2,Tuesday,Sunday
versuta,Russian,personality,Dota 2,5.8,54.0,12.38,1.3,12.087,491000,121000000,26,5.3,Thursday,Thursday
crackheber,Spanish,personality,FIFA 23,4.1,147.0,536.0,1.1,5.446,202000,737000,17,5.1,Saturday,Sunday
kinggothalion,English,personality,Destiny 2,7.1,200.0,19.406,1.4,10.743,1000000,49700000,243,3.8,Thursday,Tuesday
f1nn5ter,English,personality,Just Chatting,3.0,2.185,11.87,1.1,1.409,739000,4010000,19,1.9,Saturday,Monday
ray,English,personality,Just Chatting,4.3,121.0,6.99,1.8,10.558,596000,18800000,905,6.2,Wednesday,Sunday
gladd,English,personality,Destiny 2,9.6,299.0,17.498,1.3,21.684,534000,31200000,210,5.8,Wednesday,Saturday
saruei,English,personality,Art,4.6,431.0,5.482,1.4,4.711,418000,5310000,277,2.8,Saturday,Sunday
echo_esports,English,esports,World of Warcraft,19.4,3.375,249.671,1.0,2.701,326000,23200000,5,0.7,Friday,Saturday
th3antonio,Spanish,personality,League of Legends,5.1,300.0,19.596,1.4,8.224,452000,29300000,89,4.1,Wednesday,Wednesday
jujalag,Spanish,personality,Just Chatting,6.0,601.0,7.758,2.0,5.288,517000,6670000,237,4.5,Sunday,Saturday
tonyrobbins,English,personality,Special Events,4.7,559.0,0.0,2.0,9.0,1200,0,3,0.1,Thursday,Thursday
xhocii,English,personality,Counter-Strike,3.1,245.0,235.0,1.1,1.518,115000,110000,7,2.1,Wednesday,Sunday
arturofernandeztv,Spanish,personality,Garena Free Fire,4.8,346.0,4.528,1.7,5.019,410000,5360000,55,5.0,Thursday,Monday
tamatthi,Japanese,personality,Escape from Tarkov,6.8,32.0,923.0,1.1,7.798,40300,1160000,30,5.3,Sunday,Saturday
hazardu,English,personality,Trackmania,2.7,494.0,4.0,1.0,113.0,19800,333,4,0.1,Monday,Sunday
monarch,English,personality,Counter-Strike,4.4,604.0,0.0,1.8,96.0,14200,0,8,2.7,Friday,Saturday
xchocobars,English,personality,League of Legends,5.2,477.0,25.425,1.9,11.422,996000,51100000,263,5.6,Thursday,Sunday
marcomerrino,Italian,personality,Just Chatting,3.1,438.0,4.588,1.8,2.284,257000,2650000,190,2.0,Saturday,Monday
jessirocks,German,personality,Diablo III,5.2,112.0,19.253,1.4,8.879,223000,37600000,114,4.4,Friday,Friday
keshaeuw,English,personality,League of Legends,4.8,372.0,622.0,1.0,6.551,505000,842000,11,4.2,Thursday,Saturday
vukiby,Russian,personality,Casino,6.8,1.0,0.0,1.0,7.0,1,0,1,1.0,Tuesday,Tuesday
ayrun,English,personality,Dead by Daylight,4.3,431.0,5.203,1.1,3.945,358000,4340000,37,2.4,Friday,Thursday
limmy,English,personality,Just Chatting,4.8,211.0,4.232,2.4,8.179,476000,10200000,497,5.8,Thursday,Wednesday
repullze,English,personality,Call of Duty: Warzone,7.1,217.0,3.374,1.3,9.21,293000,4550000,58,4.5,Tuesday,Monday
officermesser,English,personality,Grand Theft Auto V,1.8,223.0,165.0,1.0,1.391,144000,107000,7,2.7,Monday,Sunday
wakzlol,French,personality,League of Legends,6.0,215.0,392.0,1.4,2.769,119000,281000,48,1.2,Monday,Monday
alinity,English,personality,Just Chatting,5.2,693.0,39.97,2.1,9.854,1500000,88700000,198,4.9,Friday,Thursday
jay3,English,personality,Overwatch,8.0,186.0,3.426,1.2,18.972,665000,12200000,70,6.0,Thursday,Wednesday
kaydop,French,personality,Rocket League,3.6,382.0,8.784,1.2,7.274,785000,18000000,102,5.1,Tuesday,Monday
gotsukishima,Japanese,personality,Apex Legends,6.8,29.0,1.522,1.2,14.578,70600,3750000,186,5.5,Saturday,Saturday
makupag,Russian,personality,Casino,10.3,865.0,0.0,1.0,21.0,865,0,1,0.5,Monday,Sunday
chiringuitovivo,Spanish,personality,Sports,2.4,95.0,0.0,1.0,523.0,20300,0,13,2.8,Wednesday,Wednesday
vetheo,French,personality,League of Legends,3.8,132.0,2.608,1.0,2.331,97800,1940000,3,2.1,Monday,Monday
buxexa_q,Portuguese,personality,Virtual Casino,13.3,152.0,0.0,1.0,53.0,1400,0,2,0.8,Monday,Monday
scream,English,personality,VALORANT,3.5,2.989,56.393,1.1,1.32,1540000,29800000,20,1.0,Friday,Sunday
orangemorange,German,personality,Grand Theft Auto V,5.2,273.0,11.689,2.0,11.295,516000,24300000,199,4.8,Thursday,Saturday
sheefgg,English,personality,Escape from Tarkov,8.8,93.0,959.0,1.1,15.79,159000,1650000,57,5.1,Wednesday,Saturday
hudson_fss,Portuguese,personality,Virtual Casino,13.3,111.0,0.0,1.4,53.0,1300,0,3,0.8,Tuesday,Tuesday
annacramling,English,personality,Chess,4.6,444.0,25.988,1.4,4.448,428000,25100000,65,4.2,Tuesday,Sunday
manyrin,Russian,personality,Just Chatting,5.8,124.0,11.664,1.3,12.239,537000,48500000,109,5.4,Sunday,Tuesday
happyhappygal,English,personality,Fortnite,5.3,236.0,0.0,1.0,2.821,141000,65,6,5.8,Saturday,Tuesday
kumalezo,Russian,personality,Casino,2.9,234.0,0.0,1.0,6.0,234,0,1,0.7,Monday,Monday
yetz,Portuguese,personality,League of Legends,6.8,394.0,20.708,1.3,11.5,930000,60600000,74,4.3,Tuesday,Wednesday
xnapycz,Czech,personality,League of Legends,4.9,102.0,9.682,1.4,9.369,199000,18900000,79,5.4,Tuesday,Saturday
julien,English,personality,PUBG: BATTLEGROUNDS,5.1,522.0,13.098,2.0,8.304,755000,18100000,211,4.1,Tuesday,Friday
buxexa_r,Portuguese,personality,Virtual Casino,9.6,16.0,0.0,1.5,29.0,1300,0,2,0.7,Monday,Monday
payo,English,personality,World of Warcraft,7.5,170.0,15.877,1.1,15.227,325000,30200000,17,5.2,Saturday,Wednesday
ricci,English,personality,Tom Clancy's Rainbow Six Siege,7.2,1.335,0.0,1.2,497.0,102000,0,13,7.0,Tuesday,Sunday
relaxcis,Russian,personality,VALORANT,7.4,130.0,0.0,1.1,4.062,74600,305,15,2.9,Saturday,Sunday
menostrece,Spanish,personality,Dead by Daylight,5.1,557.0,15.422,1.3,10.873,1210000,33200000,387,5.5,Friday,Sunday
sweatcicle,English,personality,Destiny 2,6.3,257.0,5.538,1.4,11.742,437000,9410000,99,5.2,Tuesday,Tuesday
mylonzete,Portuguese,personality,League of Legends,4.5,649.0,13.045,1.2,3.688,578000,12400000,35,2.1,Thursday,Tuesday
jaikerumakuson,Japanese,personality,Grand Theft Auto V,5.9,63.0,4.0,1.1,2.782,34000,2400,53,2.9,Sunday,Sunday
loeya,English,personality,Fortnite,7.3,644.0,27.302,1.2,16.466,1630000,69000000,94,6.3,Friday,Sunday
renekreher,German,personality,IRL,7.4,77.0,640.0,1.2,2.601,25500,211000,15,2.1,Saturday,Monday
coolifegame,Spanish,personality,Grand Theft Auto V,5.9,523.0,24.938,1.6,8.974,897000,40600000,134,3.9,Wednesday,Tuesday
edopeh,German,personality,RimWorld,5.4,18.0,1.671,1.5,9.763,33300,3020000,221,4.6,Sunday,Sunday
kokujintv,Japanese,personality,Street Fighter 6,6.2,181.0,793.0,1.4,3.664,123000,539000,62,2.7,Friday,Sunday
lvthalo,English,personality,Halo Infinite,6.1,206.0,340.0,1.0,2.911,71000,117000,11,1.6,Sunday,Saturday
lollolacustre,Italian,personality,Minecraft,4.8,714.0,0.0,1.5,2.436,566000,30,46,2.8,Wednesday,Monday
thiefs,English,personality,Fortnite,7.1,229.0,2.79,1.1,16.818,575000,6990000,55,6.1,Thursday,Saturday
alexclick,French,personality,Grand Theft Auto V,5.2,88.0,9.077,1.1,7.035,177000,15900000,169,3.4,Wednesday,Saturday
el_yuste,Spanish,personality,Just Chatting,3.8,152.0,2.532,1.1,3.995,176000,2930000,55,3.5,Thursday,Saturday
ko0416,Chinese,personality,Just Chatting,9.2,48.0,19.638,1.6,22.013,122000,49200000,327,6.1,Tuesday,Sunday
ariasaki,English,personality,Just Chatting,7.1,560.0,14.827,1.6,8.943,654000,17200000,208,3.2,Wednesday,Friday
auslots,English,personality,Slots,9.0,26.0,247.0,1.0,12.176,59800,558000,8,6.3,Friday,Monday
bunnyayu,English,personality,Just Chatting,3.1,326.0,3.406,1.8,3.225,313000,3270000,290,3.3,Monday,Saturday
ai_hongo_,Japanese,personality,Just Chatting,4.0,1.886,0.0,1.3,190.0,92500,0,15,5.4,Sunday,Tuesday
slipix,French,personality,League of Legends,3.5,131.0,2.227,1.0,5.863,191000,3240000,24,4.3,Monday,Saturday
gearbaby1010,Chinese,personality,Teamfight Tactics,6.9,273.0,14.986,1.4,7.345,290000,15700000,50,3.0,Wednesday,Monday
homaxih,Russian,personality,Casino,3.1,2.0,0.0,1.0,6.0,3,0,1,0.7,Tuesday,Tuesday
sylvainlyve,French,personality,Just Chatting,3.0,3.725,0.0,1.3,66.0,169000,0,12,0.9,Sunday,Sunday
alphakep,English,personality,Rocket League,3.6,117.0,649.0,1.0,7.394,250000,1390000,25,5.6,Wednesday,Saturday
jeefhs,English,personality,Hearthstone,5.2,47.0,104.0,1.0,4.007,47000,105000,16,4.5,Wednesday,Tuesday
sips_,English,personality,Minecraft,6.5,178.0,9.415,1.3,11.26,546000,21800000,342,4.4,Wednesday,Monday
josie5297,Chinese,personality,Just Chatting,5.9,382.0,0.0,1.3,1.735,117000,0,31,3.7,Wednesday,Sunday
rocketstreetlive,Spanish,personality,Rocket League,4.0,362.0,6.812,1.0,2.603,195000,3670000,3,1.6,Sunday,Sunday
brino,Portuguese,personality,Just Chatting,4.2,831.0,4.394,1.6,4.862,777000,4110000,80,4.7,Wednesday,Tuesday
narutovie_,French,personality,Grand Theft Auto V,3.5,225.0,160.0,1.4,1.591,106000,75000,42,2.0,Sunday,Sunday
dakillzor,English,personality,World of Tanks,8.5,96.0,6.832,1.1,20.786,239000,17000000,58,6.2,Tuesday,Sunday
central_committee,English,personality,Just Chatting,5.1,54.0,1.698,1.0,6.787,71200,2240000,12,4.2,Wednesday,Sunday
nickeh30,English,personality,Fortnite,6.0,3.633,54.313,1.2,8.654,5350000,79900000,85,4.0,Tuesday,Sunday
eslcsc,English,esports,Counter-Strike,5.6,1.026,32.38,1.0,1.435,297000,9380000,2,0.8,Wednesday,Sunday
smii7y,English,personality,Call of Duty: Warzone,2.7,3.045,6.844,1.1,1.135,1310000,3020000,114,1.1,Sunday,Thursday
laink,French,personality,Rocket League,4.5,851.0,14.497,1.5,3.818,777000,12900000,337,2.2,Monday,Saturday
karmikkoala,Russian,personality,Just Chatting,7.2,109.0,13.845,1.9,14.056,216000,27300000,311,4.9,Tuesday,Sunday
ranboolive,English,personality,Minecraft,2.7,6.535,98.411,1.2,1.927,4440000,66900000,214,3.7,Saturday,Saturday
itsassitv,German,personality,Grand Theft Auto V,3.8,925.0,1.366,1.6,727.0,172000,253000,44,0.7,Tuesday,Wednesday
mauriceweber,German,personality,Just Chatting,6.2,260.0,2.647,2.1,3.03,127000,1290000,226,1.5,Friday,Sunday
carynandconnie,English,personality,The Sims 4,2.7,2.852,4.0,1.1,75.0,65600,191,8,0.2,Saturday,Tuesday
nacho_dayo,Japanese,personality,VALORANT,5.1,629.0,2.492,1.4,3.001,396000,1570000,142,1.9,Saturday,Sunday
jlcs2,English,personality,Counter-Strike,4.0,248.0,1.423,1.3,1.873,133000,766000,31,1.8,Monday,Saturday
nobru_xy,Portuguese,personality,Virtual Casino,10.4,874.0,0.0,1.0,21.0,1300,0,1,0.8,Friday,Friday
buxexa_t,Portuguese,personality,Virtual Casino,9.6,216.0,0.0,1.0,19.0,1300,0,2,0.4,Thursday,Thursday
sweetdreams,English,personality,Apex Legends,5.1,605.0,16.19,1.1,6.827,837000,22400000,24,3.6,Tuesday,Monday
giantwaffle,English,personality,Minecraft,7.9,97.0,21.465,2.7,19.426,856000,74500000,782,6.3,Tuesday,Sunday
